date,market_rate,base_rate,base_future,market_future
20130730,2.51,2.5,2.5,2.5
20130731,2.53,2.5,2.5,2.51
20130801,2.52,2.5,2.5,2.49
20130802,2.49,2.5,2.5,2.5
20130805,2.49,2.5,2.5,2.5
20130806,2.5,2.5,2.5,2.5
20130807,2.48,2.5,2.5,2.5
20130808,2.49,2.5,2.5,2.5
20130809,2.49,2.5,2.5,2.5
20130812,2.5,2.5,2.5,2.5
20130813,2.5,2.5,2.5,2.5
20130814,2.5,2.5,2.5,2.5
20130816,2.5,2.5,2.5,2.5
20130819,2.5,2.5,2.5,2.5
20130820,2.5,2.5,2.5,2.49
20130821,2.5,2.5,2.5,2.48
20130822,2.5,2.5,2.5,2.5
20130823,2.5,2.5,2.5,2.49
20130826,2.5,2.5,2.5,2.49
20130827,2.5,2.5,2.5,2.49
20130828,2.5,2.5,2.5,2.49
20130829,2.5,2.5,2.5,2.49
20130830,2.51,2.5,2.5,2.49
20130902,2.51,2.5,2.5,2.49
20130903,2.51,2.5,2.5,2.5
20130904,2.5,2.5,2.5,2.49
20130905,2.5,2.5,2.5,2.5
20130906,2.5,2.5,2.5,2.5
20130909,2.5,2.5,2.5,2.5
20130910,2.51,2.5,2.5,2.52
20130911,2.49,2.5,2.5,2.52
20130912,2.5,2.5,2.5,2.52
20130913,2.5,2.5,2.5,2.51
20130916,2.5,2.5,2.5,2.52
20130917,2.5,2.5,2.5,2.48
20130923,2.5,2.5,2.5,2.48
20130924,2.5,2.5,2.5,2.51
20130925,2.5,2.5,2.5,2.49
20130926,2.5,2.5,2.5,2.5
20130927,2.5,2.5,2.5,2.5
20130930,2.5,2.5,2.5,2.5
20131001,2.5,2.5,2.5,2.5
20131002,2.49,2.5,2.5,2.5
20131004,2.48,2.5,2.5,2.5
20131007,2.5,2.5,2.5,2.5
20131008,2.49,2.5,2.5,2.5
20131010,2.49,2.5,2.5,2.5
20131011,2.49,2.5,2.5,2.5
20131014,2.49,2.5,2.5,2.5
20131015,2.49,2.5,2.5,2.5
20131016,2.49,2.5,2.5,2.5
20131017,2.49,2.5,2.5,2.49
20131018,2.5,2.5,2.5,2.49
20131021,2.49,2.5,2.5,2.49
20131022,2.5,2.5,2.5,2.5
20131023,2.5,2.5,2.5,2.49
20131024,2.5,2.5,2.5,2.49
20131025,2.52,2.5,2.5,2.48
20131028,2.52,2.5,2.5,2.49
20131029,2.52,2.5,2.5,2.49
20131030,2.51,2.5,2.5,2.5
20131031,2.52,2.5,2.5,2.5
20131101,2.48,2.5,2.5,2.49
20131104,2.48,2.5,2.5,2.49
20131105,2.51,2.5,2.5,2.49
20131106,2.49,2.5,2.5,2.49
20131107,2.5,2.5,2.5,2.49
20131108,2.5,2.5,2.5,2.49
20131111,2.5,2.5,2.5,2.5
20131112,2.5,2.5,2.5,2.51
20131113,2.5,2.5,2.5,2.52
20131114,2.5,2.5,2.5,2.52
20131115,2.5,2.5,2.5,2.51
20131118,2.5,2.5,2.5,2.5
20131119,2.5,2.5,2.5,2.51
20131120,2.5,2.5,2.5,2.52
20131121,2.5,2.5,2.5,2.51
20131122,2.5,2.5,2.5,2.5
20131125,2.5,2.5,2.5,2.48
20131126,2.49,2.5,2.5,2.5
20131127,2.49,2.5,2.5,2.49
20131128,2.49,2.5,2.5,2.49
20131129,2.5,2.5,2.5,2.5
20131202,2.49,2.5,2.5,2.49
20131203,2.49,2.5,2.5,2.49
20131204,2.48,2.5,2.5,2.49
20131205,2.49,2.5,2.5,2.49
20131206,2.49,2.5,2.5,2.49
20131209,2.5,2.5,2.5,2.49
20131210,2.5,2.5,2.5,2.49
20131211,2.49,2.5,2.5,2.5
20131212,2.49,2.5,2.5,2.5
20131213,2.49,2.5,2.5,2.5
20131216,2.49,2.5,2.5,2.52
20131217,2.49,2.5,2.5,2.52
20131218,2.49,2.5,2.5,2.51
20131219,2.5,2.5,2.5,2.47
20131220,2.51,2.5,2.5,2.48
20131223,2.52,2.5,2.5,2.48
20131224,2.52,2.5,2.5,2.49
20131226,2.51,2.5,2.5,2.49
20131227,2.5,2.5,2.5,2.49
20131230,2.51,2.5,2.5,2.49
20131231,2.52,2.5,2.5,2.49
20140102,2.51,2.5,2.5,2.49
20140103,2.5,2.5,2.5,2.49
20140106,2.48,2.5,2.5,2.49
20140107,2.5,2.5,2.5,2.49
20140108,2.49,2.5,2.5,2.49
20140109,2.49,2.5,2.5,2.49
20140110,2.5,2.5,2.5,2.49
20140113,2.49,2.5,2.5,2.49
20140114,2.49,2.5,2.5,2.49
20140115,2.49,2.5,2.5,2.47
20140116,2.49,2.5,2.5,2.48
20140117,2.49,2.5,2.5,2.49
20140120,2.49,2.5,2.5,2.49
20140121,2.49,2.5,2.5,2.5
20140122,2.5,2.5,2.5,2.49
20140123,2.5,2.5,2.5,2.49
20140124,2.5,2.5,2.5,2.49
20140127,2.52,2.5,2.5,2.48
20140128,2.52,2.5,2.5,2.48
20140129,2.51,2.5,2.5,2.48
20140203,2.47,2.5,2.5,2.48
20140204,2.48,2.5,2.5,2.47
20140205,2.48,2.5,2.5,2.48
20140206,2.49,2.5,2.5,2.47
20140207,2.49,2.5,2.5,2.46
20140210,2.49,2.5,2.5,2.46
20140211,2.49,2.5,2.5,2.45
20140212,2.49,2.5,2.5,2.46
20140213,2.49,2.5,2.5,2.48
20140214,2.49,2.5,2.5,2.48
20140217,2.49,2.5,2.5,2.48
20140218,2.49,2.5,2.5,2.48
20140219,2.49,2.5,2.5,2.49
20140220,2.49,2.5,2.5,2.48
20140221,2.49,2.5,2.5,2.48
20140224,2.49,2.5,2.5,2.48
20140225,2.49,2.5,2.5,2.48
20140226,2.47,2.5,2.5,2.49
20140227,2.48,2.5,2.5,2.51
20140228,2.49,2.5,2.5,2.5
20140303,2.49,2.5,2.5,2.48
20140304,2.5,2.5,2.5,2.48
20140305,2.49,2.5,2.5,2.48
20140306,2.49,2.5,2.5,2.48
20140307,2.49,2.5,2.5,2.48
20140310,2.48,2.5,2.5,2.48
20140311,2.48,2.5,2.5,2.48
20140312,2.48,2.5,2.5,2.49
20140313,2.48,2.5,2.5,2.5
20140314,2.47,2.5,2.5,2.49
20140317,2.48,2.5,2.5,2.49
20140318,2.47,2.5,2.5,2.5
20140319,2.46,2.5,2.5,2.49
20140320,2.46,2.5,2.5,2.49
20140321,2.45,2.5,2.5,2.5
20140324,2.46,2.5,2.5,2.5
20140325,2.48,2.5,2.5,2.48
20140326,2.48,2.5,2.5,2.49
20140327,2.48,2.5,2.5,2.48
20140328,2.48,2.5,2.5,2.49
20140331,2.49,2.5,2.5,2.49
20140401,2.48,2.5,2.5,2.5
20140402,2.48,2.5,2.5,2.49
20140403,2.48,2.5,2.5,2.49
20140404,2.48,2.5,2.5,2.49
20140407,2.49,2.5,2.5,2.49
20140408,2.51,2.5,2.5,2.49
20140409,2.5,2.5,2.5,2.49
20140410,2.48,2.5,2.5,2.49
20140411,2.48,2.5,2.5,2.49
20140414,2.48,2.5,2.5,2.48
20140415,2.48,2.5,2.5,2.48
20140416,2.48,2.5,2.5,2.49
20140417,2.48,2.5,2.5,2.49
20140418,2.48,2.5,2.5,2.48
20140421,2.49,2.5,2.5,2.48
20140422,2.5,2.5,2.5,2.48
20140423,2.49,2.5,2.5,2.48
20140424,2.49,2.5,2.5,2.49
20140425,2.5,2.5,2.5,2.49
20140428,2.49,2.5,2.5,2.48
20140429,2.49,2.5,2.5,2.48
20140430,2.5,2.5,2.5,2.48
20140502,2.5,2.5,2.5,2.47
20140507,2.48,2.5,2.5,2.48
20140508,2.49,2.5,2.5,2.48
20140509,2.48,2.5,2.5,2.48
20140512,2.49,2.5,2.5,2.48
20140513,2.49,2.5,2.5,2.48
20140514,2.5,2.5,2.5,2.49
20140515,2.49,2.5,2.5,2.49
20140516,2.49,2.5,2.5,2.48
20140519,2.49,2.5,2.5,2.49
20140520,2.49,2.5,2.5,2.48
20140521,2.49,2.5,2.5,2.48
20140522,2.49,2.5,2.5,2.48
20140523,2.49,2.5,2.5,2.48
20140526,2.49,2.5,2.5,2.48
20140527,2.48,2.5,2.5,2.48
20140528,2.48,2.5,2.5,2.5
20140529,2.49,2.5,2.5,2.48
20140530,2.49,2.5,2.5,2.48
20140602,2.48,2.5,2.5,2.48
20140603,2.48,2.5,2.5,2.48
20140605,2.48,2.5,2.5,2.48
20140609,2.48,2.5,2.5,2.49
20140610,2.49,2.5,2.5,2.48
20140611,2.49,2.5,2.5,2.48
20140612,2.48,2.5,2.5,2.48
20140613,2.48,2.5,2.5,2.49
20140616,2.48,2.5,2.5,2.49
20140617,2.47,2.5,2.5,2.49
20140618,2.48,2.5,2.5,2.5
20140619,2.48,2.5,2.5,2.5
20140620,2.48,2.5,2.5,2.5
20140623,2.48,2.5,2.5,2.49
20140624,2.48,2.5,2.5,2.48
20140625,2.49,2.5,2.5,2.48
20140626,2.49,2.5,2.5,2.48
20140627,2.48,2.5,2.5,2.49
20140630,2.49,2.5,2.5,2.49
20140701,2.48,2.5,2.5,2.49
20140702,2.48,2.5,2.5,2.49
20140703,2.48,2.5,2.5,2.49
20140704,2.48,2.5,2.5,2.49
20140707,2.48,2.5,2.25,2.24
20140708,2.48,2.5,2.25,2.24
20140709,2.5,2.5,2.25,2.24
20140710,2.48,2.5,2.25,2.23
20140711,2.48,2.5,2.25,2.23
20140714,2.48,2.5,2.25,2.23
20140715,2.48,2.5,2.25,2.24
20140716,2.48,2.5,2.25,2.23
20140717,2.49,2.5,2.25,2.23
20140718,2.48,2.5,2.25,2.23
20140721,2.48,2.5,2.25,2.24
20140722,2.48,2.5,2.25,2.23
20140723,2.49,2.5,2.25,2.23
20140724,2.49,2.5,2.25,2.24
20140725,2.49,2.5,2.25,2.25
20140728,2.5,2.5,2.25,2.25
20140729,2.5,2.5,2.25,2.23
20140730,2.5,2.5,2.25,2.23
20140731,2.49,2.5,2.25,2.23
20140801,2.48,2.5,2.25,2.23
20140804,2.48,2.5,2.25,2.23
20140805,2.48,2.5,2.25,2.23
20140806,2.49,2.5,2.25,2.23
20140807,2.49,2.5,2.25,2.23
20140808,2.49,2.5,2.25,2.23
20140811,2.49,2.5,2.25,2.24
20140812,2.49,2.5,2.25,2.24
20140813,2.49,2.5,2.25,2.23
20140814,2.24,2.25,2.25,2.24
20140818,2.24,2.25,2.25,2.24
20140819,2.24,2.25,2.25,2.24
20140820,2.23,2.25,2.25,2.23
20140821,2.23,2.25,2.25,2.23
20140822,2.23,2.25,2.25,2.23
20140825,2.24,2.25,2.25,2.23
20140826,2.23,2.25,2.25,2.23
20140827,2.23,2.25,2.25,2.23
20140828,2.23,2.25,2.25,2.23
20140829,2.24,2.25,2.0,1.99
20140901,2.23,2.25,2.0,1.98
20140902,2.23,2.25,2.0,1.98
20140903,2.24,2.25,2.0,1.98
20140904,2.25,2.25,2.0,1.98
20140905,2.25,2.25,2.0,1.98
20140911,2.23,2.25,2.0,1.99
20140912,2.23,2.25,2.0,1.98
20140915,2.23,2.25,2.0,1.98
20140916,2.23,2.25,2.0,1.98
20140917,2.23,2.25,2.0,1.98
20140918,2.23,2.25,2.0,1.98
20140919,2.23,2.25,2.0,1.97
20140922,2.23,2.25,2.0,1.98
20140923,2.23,2.25,2.0,1.96
20140924,2.24,2.25,2.0,1.97
20140925,2.24,2.25,2.0,1.98
20140926,2.23,2.25,2.0,1.98
20140929,2.24,2.25,2.0,1.98
20140930,2.24,2.25,2.0,1.98
20141001,2.24,2.25,2.0,1.98
20141002,2.23,2.25,2.0,1.98
20141006,2.23,2.25,2.0,1.98
20141007,2.23,2.25,2.0,1.98
20141008,2.23,2.25,2.0,1.98
20141010,2.23,2.25,2.0,1.98
20141013,2.23,2.25,2.0,1.98
20141014,2.23,2.25,2.0,1.98
20141015,1.99,2.0,2.0,1.98
20141016,1.98,2.0,2.0,1.99
20141017,1.98,2.0,2.0,1.98
20141020,1.98,2.0,2.0,1.99
20141021,1.98,2.0,2.0,1.99
20141022,1.98,2.0,2.0,1.99
20141023,1.99,2.0,2.0,1.98
20141024,1.98,2.0,2.0,1.98
20141027,1.98,2.0,2.0,1.98
20141028,1.98,2.0,2.0,1.98
20141029,1.98,2.0,2.0,1.99
20141030,1.98,2.0,2.0,2.01
20141031,1.97,2.0,2.0,1.99
20141103,1.98,2.0,2.0,1.98
20141104,1.96,2.0,2.0,1.98
20141105,1.97,2.0,2.0,2.0
20141106,1.98,2.0,2.0,1.99
20141107,1.98,2.0,2.0,1.98
20141110,1.98,2.0,2.0,1.98
20141111,1.98,2.0,2.0,1.98
20141112,1.98,2.0,2.0,1.99
20141113,1.98,2.0,2.0,1.99
20141114,1.98,2.0,2.0,1.99
20141117,1.98,2.0,2.0,1.99
20141118,1.98,2.0,2.0,1.99
20141119,1.98,2.0,2.0,2.01
20141120,1.98,2.0,2.0,2.03
20141121,1.98,2.0,2.0,2.01
20141124,1.98,2.0,2.0,2.0
20141125,1.99,2.0,2.0,1.98
20141126,1.98,2.0,2.0,1.99
20141127,1.99,2.0,2.0,1.99
20141128,1.99,2.0,2.0,1.98
20141201,1.99,2.0,2.0,1.99
20141202,1.98,2.0,2.0,1.99
20141203,1.98,2.0,2.0,1.99
20141204,1.98,2.0,2.0,1.99
20141205,1.98,2.0,2.0,1.98
20141208,1.99,2.0,2.0,1.98
20141209,2.01,2.0,2.0,1.98
20141210,1.99,2.0,2.0,1.98
20141211,1.98,2.0,2.0,1.99
20141212,1.98,2.0,2.0,1.99
20141215,2.0,2.0,2.0,1.99
20141216,1.99,2.0,2.0,1.99
20141217,1.98,2.0,2.0,1.99
20141218,1.98,2.0,2.0,1.99
20141219,1.98,2.0,2.0,2.0
20141222,1.99,2.0,2.0,1.99
20141223,1.99,2.0,2.0,1.99
20141224,1.99,2.0,2.0,1.99
20141226,1.99,2.0,2.0,1.98
20141229,1.99,2.0,2.0,1.99
20141230,2.01,2.0,2.0,1.98
20141231,2.03,2.0,2.0,2.0
20150102,2.01,2.0,2.0,1.99
20150105,2.0,2.0,2.0,1.98
20150106,1.98,2.0,2.0,1.98
20150107,1.99,2.0,2.0,1.99
20150108,1.99,2.0,2.0,1.98
20150109,1.98,2.0,2.0,1.98
20150112,1.99,2.0,2.0,1.98
20150113,1.99,2.0,2.0,1.98
20150114,1.99,2.0,2.0,1.98
20150115,1.99,2.0,2.0,1.99
20150116,1.98,2.0,2.0,1.98
20150119,1.98,2.0,2.0,1.98
20150120,1.98,2.0,2.0,1.98
20150121,1.98,2.0,2.0,1.98
20150122,1.99,2.0,2.0,1.98
20150123,1.99,2.0,2.0,1.98
20150126,1.99,2.0,2.0,1.99
20150127,1.99,2.0,2.0,1.98
20150128,1.99,2.0,1.75,1.74
20150129,1.99,2.0,1.75,1.73
20150130,2.0,2.0,1.75,1.73
20150202,1.99,2.0,1.75,1.74
20150203,1.99,2.0,1.75,1.74
20150204,1.99,2.0,1.75,1.74
20150205,1.98,2.0,1.75,1.74
20150206,1.99,2.0,1.75,1.73
20150209,1.98,2.0,1.75,1.74
20150210,2.0,2.0,1.75,1.74
20150211,1.99,2.0,1.75,1.74
20150212,1.98,2.0,1.75,1.74
20150213,1.98,2.0,1.75,1.74
20150216,1.99,2.0,1.75,1.74
20150217,1.98,2.0,1.75,1.74
20150223,1.98,2.0,1.75,1.73
20150224,1.98,2.0,1.75,1.72
20150225,1.98,2.0,1.75,1.72
20150226,1.98,2.0,1.75,1.72
20150227,1.99,2.0,1.75,1.73
20150302,1.98,2.0,1.75,1.73
20150303,1.98,2.0,1.75,1.74
20150304,1.98,2.0,1.75,1.73
20150305,1.98,2.0,1.75,1.73
20150306,1.98,2.0,1.75,1.73
20150309,1.98,2.0,1.75,1.73
20150310,1.99,2.0,1.75,1.73
20150311,1.98,2.0,1.75,1.73
20150312,1.74,1.75,1.75,1.73
20150313,1.73,1.75,1.75,1.73
20150316,1.73,1.75,1.75,1.73
20150317,1.74,1.75,1.75,1.74
20150318,1.74,1.75,1.75,1.74
20150319,1.74,1.75,1.75,1.74
20150320,1.74,1.75,1.75,1.74
20150323,1.73,1.75,1.75,1.74
20150324,1.74,1.75,1.75,1.74
20150325,1.74,1.75,1.75,1.73
20150326,1.74,1.75,1.75,1.73
20150327,1.74,1.75,1.75,1.73
20150330,1.74,1.75,1.75,1.73
20150331,1.74,1.75,1.75,1.73
20150401,1.74,1.75,1.75,1.74
20150402,1.73,1.75,1.75,1.73
20150403,1.72,1.75,1.75,1.74
20150406,1.72,1.75,1.75,1.74
20150407,1.72,1.75,1.75,1.74
20150408,1.73,1.75,1.75,1.74
20150409,1.73,1.75,1.75,1.74
20150410,1.74,1.75,1.75,1.74
20150413,1.73,1.75,1.75,1.74
20150414,1.73,1.75,1.75,1.74
20150415,1.73,1.75,1.75,1.74
20150416,1.73,1.75,1.75,1.74
20150417,1.73,1.75,1.75,1.74
20150420,1.73,1.75,1.75,1.73
20150421,1.73,1.75,1.75,1.73
20150422,1.73,1.75,1.75,1.73
20150423,1.73,1.75,1.75,1.73
20150424,1.74,1.75,1.75,1.72
20150427,1.74,1.75,1.75,1.73
20150428,1.74,1.75,1.75,1.74
20150429,1.74,1.75,1.5,1.49
20150430,1.74,1.75,1.5,1.48
20150504,1.74,1.75,1.5,1.49
20150506,1.73,1.75,1.5,1.48
20150507,1.73,1.75,1.5,1.49
20150508,1.73,1.75,1.5,1.49
20150511,1.73,1.75,1.5,1.49
20150512,1.73,1.75,1.5,1.49
20150513,1.74,1.75,1.5,1.49
20150514,1.73,1.75,1.5,1.5
20150515,1.74,1.75,1.5,1.5
20150518,1.74,1.75,1.5,1.5
20150519,1.74,1.75,1.5,1.49
20150520,1.74,1.75,1.5,1.5
20150521,1.74,1.75,1.5,1.49
20150522,1.74,1.75,1.5,1.48
20150526,1.74,1.75,1.5,1.48
20150527,1.74,1.75,1.5,1.48
20150528,1.74,1.75,1.5,1.5
20150529,1.74,1.75,1.5,1.48
20150601,1.74,1.75,1.5,1.48
20150602,1.73,1.75,1.5,1.48
20150603,1.73,1.75,1.5,1.48
20150604,1.73,1.75,1.5,1.49
20150605,1.73,1.75,1.5,1.48
20150608,1.72,1.75,1.5,1.48
20150609,1.73,1.75,1.5,1.48
20150610,1.74,1.75,1.5,1.47
20150611,1.49,1.5,1.5,1.47
20150612,1.48,1.5,1.5,1.47
20150615,1.49,1.5,1.5,1.48
20150616,1.48,1.5,1.5,1.49
20150617,1.49,1.5,1.5,1.49
20150618,1.49,1.5,1.5,1.49
20150619,1.49,1.5,1.5,1.49
20150622,1.49,1.5,1.5,1.49
20150623,1.49,1.5,1.5,1.5
20150624,1.5,1.5,1.5,1.48
20150625,1.5,1.5,1.5,1.49
20150626,1.5,1.5,1.5,1.48
20150629,1.49,1.5,1.5,1.49
20150630,1.5,1.5,1.5,1.49
20150701,1.49,1.5,1.5,1.49
20150702,1.48,1.5,1.5,1.49
20150703,1.48,1.5,1.5,1.49
20150706,1.48,1.5,1.5,1.49
20150707,1.5,1.5,1.5,1.49
20150708,1.48,1.5,1.5,1.49
20150709,1.48,1.5,1.5,1.49
20150710,1.48,1.5,1.5,1.49
20150713,1.48,1.5,1.5,1.49
20150714,1.49,1.5,1.5,1.5
20150715,1.48,1.5,1.5,1.5
20150716,1.48,1.5,1.5,1.5
20150717,1.48,1.5,1.5,1.5
20150720,1.47,1.5,1.5,1.51
20150721,1.47,1.5,1.5,1.52
20150722,1.47,1.5,1.5,1.49
20150723,1.48,1.5,1.5,1.48
20150724,1.49,1.5,1.5,1.47
20150727,1.49,1.5,1.5,1.45
20150728,1.49,1.5,1.5,1.47
20150729,1.49,1.5,1.5,1.49
20150730,1.49,1.5,1.5,1.48
20150731,1.5,1.5,1.5,1.49
20150803,1.48,1.5,1.5,1.49
20150804,1.49,1.5,1.5,1.49
20150805,1.48,1.5,1.5,1.49
20150806,1.49,1.5,1.5,1.48
20150807,1.49,1.5,1.5,1.48
20150810,1.49,1.5,1.5,1.48
20150811,1.49,1.5,1.5,1.48
20150812,1.49,1.5,1.5,1.48
20150813,1.49,1.5,1.5,1.48
20150817,1.49,1.5,1.5,1.49
20150818,1.49,1.5,1.5,1.47
20150819,1.49,1.5,1.5,1.49
20150820,1.49,1.5,1.5,1.47
20150821,1.49,1.5,1.5,1.46
20150824,1.5,1.5,1.5,1.47
20150825,1.5,1.5,1.5,1.5
20150826,1.5,1.5,1.5,1.49
20150827,1.5,1.5,1.5,1.48
20150828,1.51,1.5,1.5,1.48
20150831,1.52,1.5,1.5,1.48
20150901,1.49,1.5,1.5,1.48
20150902,1.48,1.5,1.5,1.48
20150903,1.47,1.5,1.5,1.49
20150904,1.45,1.5,1.5,1.49
20150907,1.47,1.5,1.5,1.49
20150908,1.49,1.5,1.5,1.49
20150909,1.48,1.5,1.5,1.49
20150910,1.49,1.5,1.5,1.49
20150911,1.49,1.5,1.5,1.48
20150914,1.49,1.5,1.5,1.48
20150915,1.49,1.5,1.5,1.48
20150916,1.48,1.5,1.5,1.48
20150917,1.48,1.5,1.5,1.5
20150918,1.48,1.5,1.5,1.5
20150921,1.48,1.5,1.5,1.5
20150922,1.48,1.5,1.5,1.5
20150923,1.48,1.5,1.5,1.49
20150924,1.49,1.5,1.5,1.49
20150925,1.47,1.5,1.5,1.5
20150930,1.49,1.5,1.5,1.49
20151001,1.47,1.5,1.5,1.49
20151002,1.46,1.5,1.5,1.5
20151005,1.47,1.5,1.5,1.49
20151006,1.5,1.5,1.5,1.49
20151007,1.49,1.5,1.5,1.49
20151008,1.48,1.5,1.5,1.49
20151012,1.48,1.5,1.5,1.49
20151013,1.48,1.5,1.5,1.49
20151014,1.48,1.5,1.5,1.49
20151015,1.48,1.5,1.5,1.49
20151016,1.49,1.5,1.5,1.5
20151019,1.49,1.5,1.5,1.49
20151020,1.49,1.5,1.5,1.49
20151021,1.49,1.5,1.5,1.5
20151022,1.49,1.5,1.5,1.48
20151023,1.49,1.5,1.5,1.44
20151026,1.48,1.5,1.5,1.45
20151027,1.48,1.5,1.5,1.4
20151028,1.48,1.5,1.5,1.44
20151029,1.48,1.5,1.5,1.46
20151030,1.5,1.5,1.5,1.46
20151102,1.5,1.5,1.5,1.48
20151103,1.5,1.5,1.5,1.48
20151104,1.5,1.5,1.5,1.48
20151105,1.49,1.5,1.5,1.46
20151106,1.49,1.5,1.5,1.46
20151109,1.5,1.5,1.5,1.46
20151110,1.49,1.5,1.5,1.48
20151111,1.49,1.5,1.5,1.48
20151112,1.5,1.5,1.5,1.48
20151113,1.49,1.5,1.5,1.49
20151116,1.49,1.5,1.5,1.49
20151117,1.49,1.5,1.5,1.49
20151118,1.49,1.5,1.5,1.49
20151119,1.49,1.5,1.5,1.49
20151120,1.49,1.5,1.5,1.52
20151123,1.49,1.5,1.5,1.48
20151124,1.49,1.5,1.5,1.49
20151125,1.5,1.5,1.5,1.49
20151126,1.49,1.5,1.5,1.49
20151127,1.49,1.5,1.5,1.49
20151130,1.5,1.5,1.5,1.49
20151201,1.48,1.5,1.5,1.5
20151202,1.44,1.5,1.5,1.5
20151203,1.45,1.5,1.5,1.49
20151204,1.4,1.5,1.5,1.5
20151207,1.44,1.5,1.5,1.5
20151208,1.46,1.5,1.5,1.48
20151209,1.46,1.5,1.5,1.49
20151210,1.48,1.5,1.5,1.49
20151211,1.48,1.5,1.5,1.48
20151214,1.48,1.5,1.5,1.48
20151215,1.46,1.5,1.5,1.48
20151216,1.46,1.5,1.5,1.48
20151217,1.46,1.5,1.5,1.48
20151218,1.48,1.5,1.5,1.5
20151221,1.48,1.5,1.5,1.49
20151222,1.48,1.5,1.5,1.49
20151223,1.49,1.5,1.5,1.49
20151224,1.49,1.5,1.5,1.51
20151228,1.49,1.5,1.5,1.47
20151229,1.49,1.5,1.5,1.49
20151230,1.49,1.5,1.5,1.48
20151231,1.52,1.5,1.5,1.48
20160104,1.48,1.5,1.5,1.47
20160105,1.49,1.5,1.5,1.48
20160106,1.49,1.5,1.5,1.48
20160107,1.49,1.5,1.5,1.47
20160108,1.49,1.5,1.5,1.48
20160111,1.49,1.5,1.5,1.49
20160112,1.5,1.5,1.5,1.49
20160113,1.5,1.5,1.5,1.49
20160114,1.49,1.5,1.5,1.5
20160115,1.5,1.5,1.5,1.52
20160118,1.5,1.5,1.5,1.5
20160119,1.48,1.5,1.5,1.49
20160120,1.49,1.5,1.5,1.49
20160121,1.49,1.5,1.5,1.49
20160122,1.48,1.5,1.5,1.49
20160125,1.48,1.5,1.5,1.48
20160126,1.48,1.5,1.5,1.5
20160127,1.48,1.5,1.5,1.48
20160128,1.48,1.5,1.5,1.48
20160129,1.5,1.5,1.5,1.48
20160201,1.49,1.5,1.5,1.48
20160202,1.49,1.5,1.5,1.48
20160203,1.49,1.5,1.5,1.49
20160204,1.51,1.5,1.5,1.49
20160205,1.47,1.5,1.5,1.49
20160211,1.49,1.5,1.5,1.49
20160212,1.48,1.5,1.5,1.49
20160215,1.48,1.5,1.5,1.49
20160216,1.47,1.5,1.5,1.49
20160217,1.48,1.5,1.5,1.49
20160218,1.48,1.5,1.5,1.51
20160219,1.47,1.5,1.5,1.53
20160222,1.48,1.5,1.5,1.5
20160223,1.49,1.5,1.5,1.46
20160224,1.49,1.5,1.5,1.49
20160225,1.49,1.5,1.5,1.48
20160226,1.5,1.5,1.5,1.48
20160229,1.52,1.5,1.5,1.48
20160302,1.5,1.5,1.5,1.48
20160303,1.49,1.5,1.5,1.48
20160304,1.49,1.5,1.5,1.49
20160307,1.49,1.5,1.5,1.48
20160308,1.49,1.5,1.5,1.49
20160309,1.48,1.5,1.5,1.48
20160310,1.5,1.5,1.5,1.49
20160311,1.48,1.5,1.5,1.48
20160314,1.48,1.5,1.5,1.48
20160315,1.48,1.5,1.5,1.49
20160316,1.48,1.5,1.5,1.49
20160317,1.48,1.5,1.5,1.48
20160318,1.49,1.5,1.5,1.48
20160321,1.49,1.5,1.5,1.5
20160322,1.49,1.5,1.5,1.48
20160323,1.49,1.5,1.5,1.48
20160324,1.49,1.5,1.5,1.48
20160325,1.49,1.5,1.5,1.48
20160328,1.49,1.5,1.5,1.5
20160329,1.49,1.5,1.5,1.54
20160330,1.51,1.5,1.5,1.49
20160331,1.53,1.5,1.5,1.49
20160401,1.5,1.5,1.5,1.49
20160404,1.46,1.5,1.5,1.49
20160405,1.49,1.5,1.5,1.49
20160406,1.48,1.5,1.5,1.49
20160407,1.48,1.5,1.5,1.49
20160408,1.48,1.5,1.5,1.49
20160411,1.48,1.5,1.5,1.49
20160412,1.48,1.5,1.5,1.49
20160414,1.49,1.5,1.5,1.49
20160415,1.48,1.5,1.5,1.48
20160418,1.49,1.5,1.5,1.48
20160419,1.48,1.5,1.5,1.48
20160420,1.49,1.5,1.5,1.48
20160421,1.48,1.5,1.5,1.49
20160422,1.48,1.5,1.5,1.47
20160425,1.49,1.5,1.5,1.49
20160426,1.49,1.5,1.5,1.48
20160427,1.48,1.5,1.25,1.24
20160428,1.48,1.5,1.25,1.24
20160429,1.5,1.5,1.25,1.24
20160502,1.48,1.5,1.25,1.24
20160503,1.48,1.5,1.25,1.24
20160504,1.48,1.5,1.25,1.24
20160509,1.48,1.5,1.25,1.24
20160510,1.5,1.5,1.25,1.24
20160511,1.54,1.5,1.25,1.24
20160512,1.49,1.5,1.25,1.24
20160513,1.49,1.5,1.25,1.24
20160516,1.49,1.5,1.25,1.24
20160517,1.49,1.5,1.25,1.24
20160518,1.49,1.5,1.25,1.22
20160519,1.49,1.5,1.25,1.22
20160520,1.49,1.5,1.25,1.23
20160523,1.49,1.5,1.25,1.2
20160524,1.49,1.5,1.25,1.2
20160525,1.49,1.5,1.25,1.23
20160526,1.49,1.5,1.25,1.23
20160527,1.48,1.5,1.25,1.23
20160530,1.48,1.5,1.25,1.23
20160531,1.48,1.5,1.25,1.23
